"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cameroon","CMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39814637091.1028","38298257072.5712","37111009873.6337","34167339863.9969","34808595650.7762","35815956888.3623","37325625312.2515","39015473485.3521","40859163281.0246","42702444438.9532","44338980518.6693","46256313846.2433","48327221427.227","50962579086.1494","54554861376.9753","55770491098.9665","57895114398.9076","60400577008.6343","62120590885.0771","63722837328.3134","65570178137.3103","67785932998.2963","70921695833.5555","74464609829.3129","78723850093.2084","83185093670.7385","86958198354.4153","90037541682.2009","93598989465.1162","96851610488.4449","97103359703.695","100647551626.868",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62984305228.0304","57680364448.4064","51623921241.2037","44670669199.4626","42928514528.7495","43229013628.0989","42786706187.25","40383356962.663","39727469037.1319","38031050160.6014","35402751926.2926","34659232880.2685","35680905680.015","37671123197.9603","40209544343.8915","42676460668.3229","44947266419.7587","47760730566.9975","50734263154.0536","52182758842.1619","55891897117.2762","59734281098.2755","63967589236.2596","69393292416.4297","75965037128.357","81218906049.1927","83167671599.0109","86267287184.0017","91289010440.5752","95291603468.5568","96945315646.9502","102956074523.278",
"Congo, Rep.","COG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11944634582.5354","12230752471.6522","12550213372.9888","12427261039.912","11744622177.9093","12212683468.6825","12736666400.7292","12657086161.2646","13130151435.662","12791104749.5679","13760156337.7328","14283400303.9555","14937847146.1879","15059331290.801","15582888764.3954","16791460058.7821","18132466083.762","16933185719.0706","18001056071.8179","20095890965.0296","22091667237.4821","22578991602.6539","24824958475.4192","24648096918.5763","26303630550.478","25369698640.5001","22634023587.9874","21642080499.8527","20602102447.4628","20584202113.4063","19299887949.859","18875289911.9331",
"Colombia","COL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274991424243.797","280495673482.263","291841525550.536","307558388072.402","325441868508.132","342372778617.163","349411465519.565","361397304932.455","363456489277.166","348176723063.739","358360409929.91","364373333183.589","373497170268.023","388131804951.369","408830959760.227","428572430142.391","457359077552.786","488176822634.842","504205845899.389","509952020992.615","532872625250.473","569896039653.114","592193995936.217","622597197313.155","650608032006.342","669839363772.069","683821473440.463","693117074956.624","710890844417.811","733545907627.611","681844482878.908","754645107459.051",
"Comoros","COM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260036783.42123","1192049770.64892","1293743319.48369","1332634036.82839","1262313830.55482","1307885965.65316","1290992147.46749","1343021114.84875","1360245572.75519","1386422257.06356","1536819660.61602","1572672235.62083","1609235997.94956","1643092257.65916","1674634039.32339","1722152581.83456","1767737193.90349","1781879840.07295","1852524447.582","1912559961.85591","1984812016.16533","2067052834.93352","2132545540.95481","2227790298.9142","2274722212.32274","2300821254.93849","2377218795.20507","2467927827.49339","2557820892.73028","2602858497.56442","2597768430.07138","2652638379.95089",
"Cabo Verde","CPV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590950870.005027","599248688.045852","664792395.651864","722684587.471318","861314583.354397","983721478.983303","1095339679.85605","1217124212.00066","1369475126.54766","1523166506.73548","1740748844.31747","1779596344.11091","1873041012.76037","1951264062.28141","2150235875.50837","2298870027.04833","2482406073.10979","2859004152.57337","3049142810.48216","3010405708.42955","3054562041.2424","3175794136.98827","3210153634.25249","3235924670.60302","3255703052.05869","3288483544.49253","3443232723.91304","3570702548.67827","3732496854.42604","3944045536.725","3360981311.2476","3594651812.52154",
"Costa Rica","CRI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30984203096.0725","31686198239.171","34601678207.9874","37057425482.6395","38732061055.9286","40340972684.7984","40885761198.5613","43124733259.7789","46210440997.5367","48158123826.2441","50021225873.6412","51767551841.3075","53536385097.8716","55847647136.362","58318681906.6268","60637821316.2271","65080569800.779","70427024505.5277","73763980087.9483","73119684220.2243","77039150445.8162","80431306916.8609","84358439803.8543","86462985572.7768","89525599525.2697","92795146907.0457","96696554844.9626","100716906502.777","103351564495.896","105850100781.285","101562210400.07","109260184456.532",
"Caribbean small states","CSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62256511559.5972","63644838300.9543","65493590727.0671","67717058684.149","69604945178.4104","71580161989.8451","73878476040.8788","76573602703.8572","77497161450.7647","80986495739.9113","83788538545.0627","85644064733.2873","88765331363.0884","94083289119.8348","97944789901.9761","101313489752.455","108221148617.1","111988769353.527","113506732784.481","109809653103.967","111406976126.171","112887908613.263","116480320428.72","118529151401.652","121017519852.52","121113917087.08","118722583685.153","118138767037.192","119889854068.774","121448674649.461","112037792904.966","117980816180.343",
"Cuba","CUB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3830256662.71218","3803607510.1049","3818710312.50974","3829715327.04125","3837698792.70904","3863657960.01542","3926864880.88125","4023856999.46671","4111900724.10035","4090053856.63644","4093420241.26447","4118496845.51714","4115783185.72867","4082375926.75163","4033331824.90492","4045066752.26328","4009753012.75496","3940295041.56586","3854913518.0625","3724933575.63004","3038112746.87885","3166697971.41113",
"Cayman Islands","CYM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4084368236.1927","4213541496.37483","4198482248.45824","3896171271.13241","3790365470.21878","3834677200.11197","3881834283.21493","3931495793.34472","4035858449.38899","4150199252.14048","4284664642.9254","4421090332.81748","4609750081.63527","4788289199.23811","4516124008.76477","4599187106.74939",
"Cyprus","CYP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14634952589.6804","14743178239.9995","16129036849.5333","16241940186.2132","17200214446.208","18638577099.6088","18871294939.3863","19369665955.8489","20553316557.7054","21580563184.7666","22867910746.4379","23771778763.1213","24656791745.4706","25303609941.703","26575456403.0058","27865164322.3045","29178680425.8545","30666229527.5334","31784569263.0009","31144026802.6515","31855214668.5769","31987959413.7285","30885212443.0033","28850654553.336","28338249066.4869","29307112034.8423","31233638549.3014","33024411762.9092","34889583710.8306","36818778313.3152","35208886736.0562","37546379012.7564",
"Czechia","CZE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243714053114.922","215406806391.917","214315679650.506","214448350204.84","220687316286.699","235033787200.869","245058957482.61","243788740831.438","242919471616.35","246281838916.112","256135645814.022","263929793484.532","268073109410.314","277680014493.409","291048255139.485","310262147771.21","331257378446.302","349709536921.897","359104175715.301","342379505288.056","350716111254.443","356889976073.415","354088374418.526","353925834847.049","361932001410.642","381434276021.797","391112348862.469","411327867894.58","424572987495.392","437437033854.299","413365014030.65","428015593761.692",
"Germany","DEU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2915150994424.49","3064064530978.03","3122988837727.55","3092481926945.04","3166450756937.7","3215345395334.72","3241255384570.8","3299343893679.88","3365790462050.97","3429311717966.11","3529190523385.25","3588532749669.38","3581428393772.84","3556354215986.8","3598144512296.86","3624472393448.37","3762798276996.62","3874796279393.35","3911989640347.39","3689247352728.98","3843453557160.8","3994316515792.48","4011032634316.5","4028584564290.57","4117597889907.18","4179029631006.81","4272221986254.43","4386727409191.68","4429771408867.22","4476576546258.33","4311086970108.54","4424338675870.75",
"Djibouti","DJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3560763456.98091","3812208308.25303","4099119257.74408","4391117244.49419","4630788442.32676","4851881587.78039","5120924758.37757","5182479402.26482","5431885051.37512",
"Dominica","DMA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545830301.840783","553186811.606967","564413299.966366","576612608.632683","576811433.220958","594293795.232875","612741876.673557","626134132.869526","649765855.36167","652066539.883141","667326327.033266","666900274.344105","648040341.970567","689211233.499849","710236933.709957","714895109.77812","748205329.192377","795738607.546467","852403615.204913","842433982.27854","848100483.044384","846204548.577617","837243240.348925","828871305.006907","868274077.87617","844557144.846193","867897731.334077","810451627.078835","839203082.719067","885380093.345994","738363512.072752","787700413.477624",
"Denmark","DNK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200640457977.719","203436651612.772","207417920539.174","207440088600.79","218501753974.24","225117085256.289","231645705325.201","239199417330.996","244505240117.905","251713308780.504","261144660594.85","263294280697.691","264522141915.722","265553933164.062","272639494374.131","279010101422.197","289927788951.14","292563925272.25","291065948985.469","276784659273.733","281963275745.511","285732498126.509","286379681639.879","289052580545.17","293733480145.142","300614454530.98","310372270416.481","319130157564.111","325479371132.153","330340363092.738","323751369208.667","339471789002.148",
"Dominican Republic","DOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44250527080.5448","44668313515.3248","49680514930.7931","53339242932.0615","54726252212.3122","57837675376.7917","61295110461.0175","66741345949.722","71222678748.0526","75453340861.8657","78970796245.175","80913095904.5511","84550223231.9653","83412425648.447","85556236993.235","93622681739.7202","102211959303.001","109791948851.678","113315726128.944","114387868727.632","123927417834.055","127810588051.823","131283671940.134","137684020201.26","147391382052.013","157601210754.509","168096190995.086","175940743802.656","188225854771.193","197735341211.621","184447052957.51","207082377269.756",
"Algeria","DZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225295872151.353","222592320366.391","226598987259.707","221840406809.915","219843850796.635","228197905672.693","237554016313.727","240167110349.002","252415641644.534","260492946093.774","270391678044.55","278503428386.457","294099620376.119","315274793044.568","328831609144.759","348232674083.211","354152629544.359","366193818947.302","374982470602.349","380982190133.396","394697548978.332","406143777896.585","419952666346.271","431711341003.966","448116371962.843","464696677723.626","479566971411.093","485801342039.046","491630958145.898","496547267726.087","471223357071.129","487716174570.963",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3509922673979.33","3776883413637.53","4157399679558.81","4585153852941.77","5049007596170.95","5528542423707.37","6010789978321.58","6406325071935.71","6449317885222.5","6820674168990.64","7315327701636.25","7783563147317.36","8372551670416.57","9077351845514.77","9860867439299.95","10776923513984.3","11882104960212.6","13258650982680.8","14332481094498.8","15374936240954.4","16837389390039.8","18213757102787.5","19563737518169.4","20939519188879.3","22346681661526.1","23795068917753","25326102987394.5","26987584359454.8","28716086248963.1","30351131636033.7","30598232043253.1","32658588881465.2",
